# Catalogo delle compagnie: da designatore ICAO a nome dell'operatore.
#
#   codice[/codice],forma breve,nome completo
#
# Questo file NON e' tuo: viene rifatto a ogni aggiornamento
# e le modifiche andrebbero perse. Le tue correzioni vanno in
# compagnie.csv, che vince sempre su questo.
#
# Fonte: vradarserver/standing-data (CC0, pubblico dominio).
# 5904 voci.
DWR,Delaware Skyways,Delaware Skyways
DWT,Darwin Airline,Darwin Airline
DWW,DAS Private Jets,DAS Private Jets
DXH,East Star Airlines,East Star Airlines
DXP,Dallas Express,Dallas Express Airlines
DXT,Dexter Air Taxi,Dexter Air Taxi
DYA,Dynamic Airlines,Dynamic Airlines
DYE,Dynamic Air,Dynamic Air
DZD,Yazd Airways,Yazd Airways
DZR,Midwest Aviation,Midwest Aviation
EAB,Swiss Eagle,Swiss Eagle
EAC,Executive Air,Executive Air Charter
EAD,Escola De Aviacao,Escola De Aviacao Aerocondor
EAE,Aeroservicios,Aeroservicios Ecuatorianos
EAF,Electra Airways,Electra Airways
EAG,Emerald Airlines UK,Emerald Airlines UK
EAH,Baltimore Airways,Baltimore Airways
EAI,Emerald Airlines,Emerald Airlines
EAJ,Airenka,Airenka
EAK,Euro-Asia Air,Euro-Asia Air
EAL,Eastern Airlines,Eastern Airlines
EAM,Embassy Airlines,Embassy Airlines
EAN,Skypower Express,Skypower Express Airways
EAP,Aero-Pyrenees,Aero-Pyrenees
EAQ,Eastern Australia,Eastern Australia Airlines
EAR,Transporte Ejecutiv,Transporte Ejecutivo Aéreo
EAT,Air Transport,Air Transport
EAU,Elitavia Malta,Elitavia Malta
EAV,Eagle Airlines,Eagle Airlines Luftverkehrsges
EAX,Eastern Air Executi,Eastern Air Executive
EAZ,Eastern Air,Eastern Air
EBA,Bond Aviation,Bond Aviation
EBC,Aero Ejecutivo De,Aero Ejecutivo De Baja California
EBE,Minebea Technologie,Minebea Technologies
EBF,MSR Flug-Charter,MSR Flug-Charter
EBG,Eurosense,Eurosense
EBJ,European Business,European Business Jets
EBS,AEG Aviation,AEG Aviation Services
ECA,OHL Air Charterflug,OHL Air Charterflug
ECB,European Coastal,European Coastal Airlines
ECC,Eclair Aviation,Eclair Aviation
ECD,Ecotour,Ecotour
ECE,Air City,Air City
ECF,Eurocopter,Eurocopter
ECG,Aero Ejecutivos RCG,Aero Ejecutivos RCG
ECI,Eastern Carolina,Eastern Carolina Aviation
ECJ,East Coast Jets,East Coast Jets
ECL,Aeronáutica Castell,Aeronáutica Castellana
ECM,Aerolíneas Comercia,Aerolíneas Comerciales
ECN,Euro Continental,Euro Continental AIE
ECO,Linea Aerea Eco Jet,Linea Aerea Eco Jet S.A.
ECQ,Eco Air,Eco Air
ECS,Executive Aircraft,Executive Aircraft Charter and Charter Services
ECT,East Coast Airways,East Coast Airways
ECU,Ecuavia,Ecuavia
ECV,Ecuatoguineana De,Ecuatoguineana De Aviación (EGA)
ECX,Ecomex Air Cargo,Ecomex Air Cargo
ECY,Euroceltic Airways,Euroceltic Airways
EDC,Edinburgh Air,Edinburgh Air Charter
EDD,Líneas Aéreas,Líneas Aéreas Ejectuivas De Durango
EDG,Jet Edge,Jet Edge
EDJ,Edwards Jet Center,Edwards Jet Center of Montana
EDL,Polizeihubschrauber,Polizeihubschrauberstaffel Bayern
EDO,Elidolomiti,Elidolomiti
EDR,Fly All Ways,Fly All Ways
EDV,Endeavor Air,Endeavor Air
EDW,Edelweiss Air,Edelweiss Air
EEA,Empresa Ecuatoriana,Empresa Ecuatoriana De Aviación
EEF,Estonian Air Force,Estonian Air Force
EET,Air Este,Air Este
EEU,Eurofly Service,Eurofly Service
EEZ,Eurofly,Eurofly
EFA,Express Freighters,Express Freighters Australia
EFC,Air Mana,Air Mana
EFD,Eisele Flugdienst,Eisele Flugdienst
EFG,Elifriulia,Elifriulia
EFL,Eagle Air,Eagle Air
EFS,EFAOS- Agencia De,EFAOS- Agencia De Viagens e Turismo
EFT,Embassy Freight,Embassy Freight Company
EFW,BA Euroflyer,BA Euroflyer
EFY,EasyFly,EasyFly
EGF,American Eagle,American Eagle Airlines
EGJ,Eagle Jet Charter,Eagle Jet Charter
EGL,Capital Trading,Capital Trading Aviation
EGN,Eagle Aviation,Eagle Aviation France
EGO,Gauteng Air Cargo,Gauteng Air Cargo
EGR,Eagle Air,Eagle Air
EGT,EGT Jet,EGT Jet
EGU,Eagle Air,Eagle Air
EGV,Enrique Gleisner,Enrique Gleisner Vivanco
EGX,Eagle Air Company,Eagle Air Company
EGY,Egyptian Air Force,Egyptian Air Force
EHA,East Hampton Aire,East Hampton Aire
EHD,E H Darby Aviation,E H Darby Aviation
EHR,Valfell-Verkflug,Valfell-Verkflug
EIA,Evergreen Internati,Evergreen International Airlines
EIC,Express Internation,Express International Cargo
EIJ,Efata Papua Airline,Efata Papua Airlines
EIN,Aer Lingus,Aer Lingus
EIR,Eirjet,Eirjet
EIS,EIS Aircraft,EIS Aircraft
EIX,Ei Air Exports,Ei Air Exports
EJA,NetJets,NetJets
EJC,Grupo De Aviación,Grupo De Aviación Ejecutiva
EJD,Elite Jets,Elite Jets
EJM,Executive Jet,Executive Jet Management
EJO,Execujet Middle,Execujet Middle East
EJP,Aeroservicios,Aeroservicios Ejecutivos Corporativos
EJS,Eurojet Servis,Eurojet Servis
EJT,Eclipse Aviation,Eclipse Aviation
EJU,easyJet Europe,easyJet Europe
EJV,Compania Ejecutiva,Compania Ejecutiva
EJX,Egyptian Aviation,Egyptian Aviation
EKA,Equaflight Service,Equaflight Service
EKC,East Kansas City,East Kansas City Aviation
ELB,Ellinair,Ellinair
ELG,Alpi Eagles,Alpi Eagles
ELH,Elilario Italia,Elilario Italia
ELJ,Delta Air Elite,Delta Air Elite
ELL,Estonian Air,Estonian Air
ELM,Crelam,Crelam
ELO,Eurolot,Eurolot
ELR,Elrom Aviation and,Elrom Aviation and Investments
ELS,El Sal Air,El Sal Air
ELT,Elliott Aviation,Elliott Aviation
ELV,Transportes Aéreos,Transportes Aéreos Nacionales De Selva Tans
ELW,Yellow Wings Air,Yellow Wings Air Services
ELX,Elan Express,Elan Express
ELY,El Al Israel,El Al Israel Airlines
EMA,Egyptian Aviation,Egyptian Aviation Company
EMB,Empresa Brasileira,Empresa Brasileira De Aeronáutica
EMC,247 Aviation,247 Aviation
EMD,Eaglemed (Ballard,Eaglemed (Ballard Aviation)
EME,Eastern Metro,Eastern Metro Express
EMI,Premium Air Shuttle,Premium Air Shuttle
EMM,Emperor Aviation,Emperor Aviation
EMN,Examiner Training,Examiner Training Agency
EMO,Skyemotion,Skyemotion
EMP,Empire Air Service,Empire Air Service
EMR,Zenmour Airlines,Zenmour Airlines
EMS,Aero Servicios,Aero Servicios Empresariales
EMT,Emetebe,Emetebe
EMU,Sky Shuttle,Sky Shuttle
EMX,Euromanx Airways,Euromanx Airways
ENA,Dirección General,Dirección General de Aviación Civil y Telecomunicasciones
ENC,Endecots,Endecots
END,Arrendadora y,Arrendadora y Transportadora Aérea
ENF,ENAV,ENAV
ENI,Enimex,Enimex
ENK,Enkor JSC,Enkor JSC
ENR,Scenic Air,Scenic Air
ENS,Entergy Services,Entergy Services
ENT,Enter Air,Enter Air
ENV,Victoria Aviation,Victoria Aviation
ENW,Aeronaves Del,Aeronaves Del Noroeste
ENY,Envoy Air,Envoy Air
ENZ,Jota Aviation,Jota Aviation
EOA,Elilombarda,Elilombarda
EOK,Aero K,Aero K
EOL,Airailes,Airailes
EOM,Aero Ermes,Aero Ermes
EPA,Donghai Airlines,Donghai Airlines
EPB,Eastern Pacific,Eastern Pacific Aviation
EPC,Espace Aviation,Espace Aviation Services
EPE,Air Eagle,Air Eagle
EPL,Aero Transportes,Aero Transportes Empresariales
EPU,Aero Elite Acapulco,Aero Elite Acapulco
EQC,Ecuatorial Cargo,Ecuatorial Cargo
EQT,Equatorial Airlines,Equatorial Airlines
EQZ,Equatair Air,Equatair Air Services (Zambia)
ERC,Esso Resources,Esso Resources Canada
ERE,Erie Airways,Erie Airways
ERF,E-Cargo,E-Cargo
ERG,Avianergo,Avianergo
ERH,Era Helicopters,Era Helicopters
ERI,Aero Servicios,Aero Servicios Regiomontanos
ERJ,Eurojet Italia,Eurojet Italia
ERK,Aerosec,Aerosec
ERM,Aeromaan,Aeromaan
ERN,Ernest Airlines,Ernest Airlines
ERO,Sun D'Or,Sun D'Or
ERT,Eritrean Airlines,Eritrean Airlines
ERV,Yerevan-Avia,Yerevan-Avia
ERX,Earth Airlines,Earth Airlines Services
ESB,Aereosaba,Aereosaba
ESC,El Sol De América,El Sol De América
ESE,Ensenada Vuelos,Ensenada Vuelos Especiales
ESF,Estafeta Carga,Estafeta Carga Aérea
ESI,ESI Eliservizi,ESI Eliservizi Italiani
ESJ,Eastern Sky Jets,Eastern Sky Jets
ESL,Russian Sky Airline,Russian Sky Airlines
ESN,Euro Sun,Euro Sun
ESO,Avitat,Avitat
ESR,Eastar Jet,Eastar Jet
ESS,Eos Airlines,Eos Airlines
EST,Xfly,Xfly
ESU,Aerolíneas Ejecutiv,Aerolíneas Ejecutivas Del Sureste
ESW,ASG Business,ASG Business Aviation
ESX,Euroskylink,Euroskylink
ESZ,Aeronáutica La,Aeronáutica La Esperanza
ETA,Estrellas Del Aire,Estrellas Del Aire
ETC,African Transport,African Transport Trading and Investment Company
ETD,Etihad Airways,Etihad Airways
ETE,Aero Siete,Aero Siete
ETH,Ethiopian Airlines,Ethiopian Airlines
ETI,Hummingbird Aviatio,Hummingbird Aviation Services
ETJ,East Air,East Air
ETL,Patterson Aviation,Patterson Aviation Company
ETM,Etram Air Wing,Etram Air Wing
ETN,Chim-Nir Aviation,Chim-Nir Aviation
ETP,Empire Test Pilots',Empire Test Pilots' School
ETR,Estelar,Estelar
ETS,Flygtransporter I,Flygtransporter I Nykoping
ETV,European Executive,European Executive
EUC,Eurocontrol,Eurocontrol
EUG,Euroguineana de,Euroguineana de Aviación
EUK,Aer Lingus UK,Aer Lingus UK
EUL,Euro Link,Euro Link
EUP,Euroair,Euroair
EUT,European 2000,European 2000 Airlines
EUU,Euroamerican Air,Euroamerican Air
EUW,EFS European,EFS European Flight Service
EUY,EU Airways,EU Airways
EVA,EVA Air,EVA Air
EVE,Iberojet,Iberojet
EVJ,Everjets,Everjets
EVM,Natural Environment,Natural Environment Research Council
EVN,Euraviation,Euraviation
EVR,Aeronautical,Aeronautical Academy of Europe
EVY,"34 Squadron, Royal","34 Squadron, Royal Australian Air Force"
EWE,Eurowings Europe,Eurowings Europe
EWG,Eurowings,Eurowings
EWL,Eurowings Europe,Eurowings Europe
EWR,EWA Air,EWA Air
EWS,Enterprise World,Enterprise World Airways
EWW,Emery Worldwide,Emery Worldwide Airlines
EXA,Execair Aviation,Execair Aviation
EXB,Brazilian Army,Brazilian Army Aviation
EXC,European Executive,European Executive Express
EXE,Executive Flight,Executive Flight
EXF,Eximflight,Eximflight
EXG,Air Exchange,Air Exchange
EXH,G5 Executive,G5 Executive
EXJ,Executive Jet,Executive Jet Charter
EXK,Executive Airlines,Executive Airlines
EXL,Sunshine Express,Sunshine Express Airlines
EXM,United Kingdom,United Kingdom Civil Aviation Authority
EXN,Exin,Exin
EXP,Business Express,Business Express Delivery
EXR,Expertos En Carga,Expertos En Carga
EXS,Jet2.com,Jet2.com
EXT,Night Express,Night Express
EXU,Executive Airlines,Executive Airlines
EXV,FitsAir,FitsAir
EXW,Executive Airlines,Executive Airlines Services
EXX,International Air,International Air Corporation
EXY,South African,South African Express
EXZ,East African,East African Safari Air Express
EYE,F.S. Air Service,F.S. Air Service
EZA,Eznis Airways,Eznis Airways
EZB,Flugschule Eichenbe,Flugschule Eichenberger
EZD,Zest Airways,Zest Airways
EZE,Eastern Airways,Eastern Airways
EZJ,Ezjet GT,Ezjet GT
EZR,EZ Air,EZ Air
EZS,easyJet Switzerland,easyJet Switzerland
EZX,Eagle Express Air,Eagle Express Air Charter
EZY,easyJet,easyJet
EZZ,ETF Airways,ETF Airways
FAB,First Air,First Air
FAC,Colombian Air Force,Colombian Air Force
FAD,flyadeal,flyadeal
FAE,Freshaer,Freshaer
FAF,Force Aerienne,Force Aerienne Francaise
FAG,Argentine Air Force,Argentine Air Force
FAH,Farnair Hungary,Farnair Hungary
FAK,Financial Airxpress,Financial Airxpress
FAL,Friendship Air,Friendship Air Alaska
FAM,Fumigación Aérea,Fumigación Aérea Andaluza
FAN,AF-Air Internationa,AF-Air International
FAO,Falcon Air Express,Falcon Air Express
FAP,F Air,F Air
FAQ,Aerofaq,Aerofaq
FAR,Falcon Air,Falcon Air
FAS,Freedom Airways,Freedom Airways
FAT,Farnair Switzerland,Farnair Switzerland
FAU,Falcon Airline,Falcon Airline
FAV,Fair Aviation,Fair Aviation
FAW,Falwell Aviation,Falwell Aviation
FAX,Midwest Air Freight,Midwest Air Freighters
FAY,Fayban Air Services,Fayban Air Services
FAZ,Flint Aviation,Flint Aviation Services
FBA,Fly Baghdad,Fly Baghdad
FBF,Fine Airlines,Fine Airlines
FBO,TAG Farnborough,TAG Farnborough Airport
FBS,FlyBosnia,FlyBosnia
FBU,French Bee,French Bee
FBW,Aviation Data,Aviation Data Systems
FBZ,Flybondi,Flybondi
FCA,First Choice,First Choice Airways
FCC,First Cambodia,First Cambodia Airlines
FCE,Flycolumbia,Flycolumbia
FCI,Air Carriers,Air Carriers
FCK,Flight Calibration,Flight Calibration Service
FCL,Florida Coastal,Florida Coastal Airlines
FCM,Nordic Regional,Nordic Regional Airlines
FCN,Falcon Air,Falcon Air
FCO,Aerofrisco,Aerofrisco
FCP,Flight Corporation,Flight Corporation
FCR,Flying Carpet,Flying Carpet Company
FCS,Facts Air,Facts Air
FCT,Fly CI,Fly CI Limited
FCU,Alfa 4,Alfa 4
FCV,Flight Centre,Flight Centre Victoria
FDA,African Airlines,African Airlines
FDB,Flydubai,Flydubai
FDF,IVV Femida,IVV Femida
FDL,Farmingdale State,Farmingdale State University
FDN,Dolphin Air,Dolphin Air
FDO,France Douanes,France Douanes
FDP,Flight Dispatch,Flight Dispatch Services
FDR,Federal Air,Federal Air
FDS,African Medical,African Medical and Research Foundation
FDX,Federal Express,Federal Express
FDY,Southern Airways,Southern Airways Express
FEA,Far Eastern Air,Far Eastern Air Transport
FEC,Denver Express,Denver Express
FED,Líneas Aéreas,Líneas Aéreas Federales
FEE,Fly Europa,Fly Europa Limited
FEG,FlyEgypt,FlyEgypt
FEI,Eagle Air,Eagle Air
FEO,Aeroferinco,Aeroferinco
FER,Feria Aviación,Feria Aviación
FES,Aero Taxis Y,Aero Taxis Y Servicios Alfe
FEX,Flightexec,Flightexec
FFA,Fly4 Airlines,Fly4 Airlines
FFB,Africair Service,Africair Service
FFC,Fairoaks Flight,Fairoaks Flight Centre
FFD,Stuttgarter Flugdie,Stuttgarter Flugdienst
FFF,Freedom Air Service,Freedom Air Services
FFG,Flugdienst Fehlhabe,Flugdienst Fehlhaber
FFH,Shalom Air Services,Shalom Air Services
FFI,Infinit Air,Infinit Air
FFL,Intavia,Intavia Limited
FFM,Firefly,Firefly
FFP,Fischer Air Polska,Fischer Air Polska
FFR,Fischer Air,Fischer Air
FFS,Florida Department,Florida Department of Agriculture
FFT,Frontier Airlines,Frontier Airlines
FFU,GEC Marconi Avionic,GEC Marconi Avionics
FFY,Fun Flying Thai,Fun Flying Thai Air Service
FGA,Georgian Aviation,Georgian Aviation Federation
FGC,Departmento De,Departmento De Agricultura De La Generalitat De Cataluna
FGE,Fly Georgia,Fly Georgia
FGN,Gendarmie Nationale,Gendarmie Nationale
FGO,FTL Airlines,FTL Airlines
FGP,Flying-Research,Flying-Research Aerogeophysical Center
FGS,Elitellina,Elitellina
FGT,Aero Freight,Aero Freight
FGY,Froggy Corporate,Froggy Corporate Aviation
FHG,Flying Hope,Flying Hope
FHL,Fast Helicopters,Fast Helicopters
FHM,Freebird Airlines,Freebird Airlines Europe
FHS,Forth and Clyde,Forth and Clyde Helicopter Services
FHY,Freebird Airlines,Freebird Airlines
FIA,FlyOne,FlyOne
FIC,Aerosafin,Aerosafin
FIE,FlyOne Armenia,FlyOne Armenia
FIF,Air Finland,Air Finland
FII,Aerodata Flight,Aerodata Flight Inspection
FIL,Fly Line,Fly Line
FIN,Finnair,Finnair
FIR,First Line Air,First Line Air
FIV,Citationshares,Citationshares
FIX,Airfix Aviation,Airfix Aviation
FJA,Fiji Link,Fiji Link
FJC,Falcon Jet Centre,Falcon Jet Centre
FJE,Fanjet Express,Fanjet Express
FJI,Fiji Airways,Fiji Airways
FJK,Fly Jet.kz,Fly Jet.kz
FJL,Fly Jinnah,Fly Jinnah
FJM,Fly Jamaica Airways,Fly Jamaica Airways
FJO,Flexjet Operations,Flexjet Operations Malta
FJR,Fly Jordan,Fly Jordan
FJS,Florida Jet Service,Florida Jet Service
FJT,Future Air,Future Air
FJW,Fastjet Zimbabwe,Fastjet Zimbabwe
FJX,Jet Sky Cargo and,Jet Sky Cargo and Air Charter
FKH,Fly Khiva,Fly Khiva
FKI,FLM Aviation,FLM Aviation Mohrdieck
FKL,Kelner Airways,Kelner Airways
FKS,Focus Air,Focus Air
FLA,Midway Express,Midway Express
FLC,FINFO Flight,FINFO Flight Inspection Aircraft
FLD,Air Falcon,Air Falcon
FLE,Flair Airlines,Flair Airlines
FLF,Friendship Airlines,Friendship Airlines
FLG,FlyBig,FlyBig
FLH,Sky Bus,Sky Bus
FLI,Atlantic Airways,Atlantic Airways
FLJ,Flexjet Europe,Flexjet Europe
FLK,Flylink Express,Flylink Express
FLL,Federal Airlines,Federal Airlines
FLM,Fly Air,Fly Air
FLN,Flamingo Air-Line,Flamingo Air-Line
FLO,Flycom,Flycom
FLR,Fleetair,Fleetair
FLS,Flying Fast,Flying Fast
FLU,Flugschule Basel,Flugschule Basel
FLW,FLowair Aviation,FLowair Aviation
FLX,Flight Express,"Flight Express, Inc."
FLZ,Flightlink,Flightlink
FMC,Claessens Internati,Claessens International Limited
FMG,FMG Verkehrsflieger,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt
FML,Sky Mali,Sky Mali
FMR,Flamingo Air,Flamingo Air
FMS,Hadison Aviation,Hadison Aviation
FMT,Air Fret De Maurita,Air Fret De Mauritanie
FMY,Aviation Legere De,Aviation Legere De L'Armee De Terre
FNA,Norlandair,Norlandair
FNC,Finalair Congo,Finalair Congo
FNF,Finnish Air Force,Finnish Air Force
FNG,Frontier Guard,Frontier Guard
FNK,Feniks Airline,Feniks Airline
FNL,Oulun Tilauslento,Oulun Tilauslento
FNM,Avio Nord,Avio Nord
FNO,Aeroflota Del,Aeroflota Del Noroeste
FNT,L-3 Communications,L-3 Communications Flight Internation Aviation
FNV,Transaviaservice,Transaviaservice
FNX,Aero Fenix,Aero Fenix
FNY,France Marine,France Marine Nationale
FOB,Ford Motor Company,Ford Motor Company
FOC,Office Federal,Office Federal De'Aviation Civile
FOE,FlyOne Romania,FlyOne Romania
FOI,Flight Ops Internat,Flight Ops International
FOM,Freedom Air,Freedom Air
FOO,Level,Level
FOP,Fokker,Fokker
FOR,Formula One Managem,Formula One Management
FOS,Bel,Bel Limited
FPA,Flygprestanda,Flygprestanda
FPE,PLAY Europe,PLAY Europe
FPG,TAG Aviation,TAG Aviation
FPK,Air Falcon,Air Falcon
FPO,ASL Airlines France,ASL Airlines France
FPR,Peruvian Air Force,Peruvian Air Force
FPS,Flightpass,Flightpass Limited
FQA,Quikjet Cargo,Quikjet Cargo Airlines
FRA,FR Aviation,FR Aviation
FRC,Franconia,Franconia
FRE,Fly Pelican,Fly Pelican
FRF,Fleet Air Internati,Fleet Air International
FRG,Freight Runners,Freight Runners Express
FRH,ACE Belgium Freight,ACE Belgium Freighters
FRJ,Afrijet Airlines,Afrijet Airlines
FRK,Afrika Aviation,Afrika Aviation Handlers
FRL,Freedom Airlines,Freedom Airlines
FRM,Federal Armored,Federal Armored Service
FRN,Farnair Netherlands,Farnair Netherlands
FRO,FROST Air,FROST Air
FRQ,Afrique Chart'air,Afrique Chart'air
FRR,Fresh Air,Fresh Air
FRT,Aerofreight Airline,Aerofreight Airlines
FRU,France - Securite,France - Securite Civile
FRW,Farwest Airlines,Farwest Airlines
FRX,Fort Aero,Fort Aero
FSA,Foster Aviation,Foster Aviation
FSB,FSB Flugservice,FSB Flugservice &amp; Development
FSC,Four Star Aviation,Four Star Aviation / Four Star Cargo
FSD,EFS-Flugservice,EFS-Flugservice
FSE,Alpine Flightservic,Alpine Flightservice
FSF,Fly7,Fly7
FSH,Flash Airlines,Flash Airlines
FSK,Africa Charter,Africa Charter Airline
FSL,Flight Safety,Flight Safety Limited
FSR,Flightstar Corporat,Flightstar Corporation
FST,Aeros,Aeros Limited
FSU,Flight Support,Flight Support Sweden
FSW,Faso Airways,Faso Airways
FSX,Flagship Express,Flagship Express Services
FTA,Frontier Flying,Frontier Flying Service
FTC,Air Affaires Tchad,Air Affaires Tchad
FTE,Fotografia F3,Fotografia F3
FTL,Flightline,Flightline
FTM,Flyteam Aviation,Flyteam Aviation
FTP,Keystone Aerial,Keystone Aerial Surveys
FTR,Finist'air,Finist'air
FTS,First Sabre,First Sabre
FTY,ABC Bedarfsflug,ABC Bedarfsflug
FTZ,Fly 540 Tanzania,Fly 540 Tanzania
FUJ,Fujairah Aviation,Fujairah Aviation Centre
FUN,Funtshi Aviation,Funtshi Aviation Service
FUT,Aereo Futuro,Aereo Futuro
FUU,Fly My Sky,Fly My Sky
FVA,Cardinal/Air,Cardinal/Air Virginia
FVJ,ValueJet,ValueJet
FVS,Falcon Aviation,Falcon Aviation Services
FWA,Interstate Airlines,Interstate Airlines
FWC,Freeway Air,Freeway Air
FWD,Fair Wind Air,Fair Wind Air Charter
FWI,Air Caraïbes,Air Caraïbes
FWK,Flightworks,Flightworks
FWL,Florida West,Florida West International Airways
FWQ,Flight West Airline,Flight West Airlines
FWY,Fairways Corporatio,Fairways Corporation
FWZ,Flugwerkzeuge,Flugwerkzeuge Aviation Software
FXA,Express Air,Express Air
FXC,Fortunair Canada,Fortunair Canada
FXF,VIP Air Charter,VIP Air Charter
FXI,Air Iceland,Air Iceland
FXL,Fly Excellent,Fly Excellent
FXR,Foxair,Foxair
FXT,Flexflight,Flexflight
FXY,Flexair,Flexair
FYA,Servicios Aéreos,Servicios Aéreos Integrales / Flyant
FYC,Fly Cham,Fly Cham
FYE,Easy Link Aviation,Easy Link Aviation Services
FYG,Flying Service,Flying Service
FYH,Flyhy Cargo Airline,Flyhy Cargo Airlines
FYL,Flying Group,Flying Group Luxembourg
FYN,Comfort Air,Comfort Air
FYS,American Flyers,American Flyers
FZA,Fuzhou Airlines,Fuzhou Airlines
GAA,Business Express,Business Express
GAB,Gendall Air,Gendall Air
GAC,GlobeAir,GlobeAir
GAD,South Coast Aviatio,South Coast Aviation
GAE,Grand Aire Express,Grand Aire Express
GAF,German Air Force,German Air Force
GAG,Global Air Operatio,Global Air Operations
GAH,Ga-Ma Helicoptere,Ga-Ma Helicoptere
GAJ,Wheels Up,Wheels Up
GAK,Global Aviation,Global Aviation and Services Group
GAM,German Army,German Army
GAN,Gander Aviation,Gander Aviation
GAO,Liat Air,Liat Air
GAP,PAL Express,PAL Express
GAQ,Golfe Air Quebec,Golfe Air Quebec
GAR,Commodore Aviation,Commodore Aviation
GAS,Galena Air Service,Galena Air Service
GAT,Gulf Air,Gulf Air Inc
GAU,Aerogaucho,Aerogaucho
GAX,Full Express,Full Express
GBA,Great Barrier,Great Barrier Airlines
GBB,LIFT Airline,LIFT Airline
GBE,Gabon Express,Gabon Express
GBG,GullivAir,GullivAir
GBH,Global Avia Handlin,Global Avia Handling
GBN,Atlantic Airlines,Atlantic Airlines
GBO,Ogooue Air Cargo,Ogooue Air Cargo
GBQ,Gambia Bird,Gambia Bird
GBR,Rader Aviation,Rader Aviation
GBS,Global Air Services,Global Air Services Nigeria
GBT,A-Jet Aviation,A-Jet Aviation Aircraft Management
GBX,GB Airlink,GB Airlink
GCA,GCA Airlines,GCA Airlines
GCB,Lignes Nationales,Lignes Nationales Aeriennes - Linacongo
GCC,GECAS,GECAS
GCF,Aeronor,Aeronor
GCK,GLOCK Aviation,GLOCK Aviation
GCL,CargoLogic Germany,CargoLogic Germany
GCM,Comair Flight,Comair Flight Services
GCN,Gulf Central,Gulf Central Airlines
GCO,Gemini Air Cargo,Gemini Air Cargo
GCR,Tianjin Airlines,Tianjin Airlines
GCS,GCS Air Service,GCS Air Service
GCW,Global Air Crew,Global Air Crew
GDA,GoldAir,GoldAir
GDB,Gendarmerie Belge,Gendarmerie Belge
GDC,Grand China Air,Grand China Air
GDD,Golden Airlines,Golden Airlines
GDF,DF Aviation,DF Aviation
GDG,S.P. Aviation,S.P. Aviation
GDH,Guneydogu Havacilik,Guneydogu Havacilik Isletmesi
GDK,Goldeck-Flug,Goldeck-Flug
GDN,Gerry's Dnata,Gerry's Dnata
GDQ,Lincoln Air Nationa,Lincoln Air National Guard
GEA,Guinea Ecuatorial,Guinea Ecuatorial Airlines
GEC,Lufthansa Cargo,Lufthansa Cargo
GED,Europe Air Lines,Europe Air Lines
GEE,Geesair,Geesair
GEL,Geo Sky,Geo Sky
GEN,GENSA,GENSA
GER,German Airways,German Airways
GES,Gestair,Gestair
GET,Get High,Get High
GFA,Gulf Air,Gulf Air
GFC,Gail Force Express,Gail Force Express
GFD,Gesellschaft Fur,Gesellschaft Fur Flugzieldarstellung
GFF,Griffin Aviation,Griffin Aviation
GFG,Georgian National,Georgian National Airlines
GFM,Grafair,Grafair
GFN,The 955 Preservatio,The 955 Preservation Group
GFO,Aerovías del Golfo,Aerovías del Golfo
GFS,Gulfstream Airlines,Gulfstream Airlines
GFW,GFW Aviation,GFW Aviation
GGA,First Flying,First Flying Squadron
GGC,Cargo 360,Cargo 360
GGE,Gobierno De Guinea,Gobierno De Guinea Ecuatorial
GGF,Georgian Cargo,Georgian Cargo Airlines Africa
GGL,Aeronáutica,Aeronáutica
GGN,Pivot Airlines,Pivot Airlines
GGS,GATSA,GATSA
GGV,Houston Jet Service,Houston Jet Services
GGZ,Global Georgian,Global Georgian Airways
GHB,Ghana International,Ghana International Airlines
GHI,GH Stansted,GH Stansted Limited
GHL,Aviance,Aviance
GHM,Aero Service,Aero Service Bolivia
GHN,Air Ghana,Air Ghana
GHP,Colvin Aviation,Colvin Aviation
GHS,Gatari Hutama Air,Gatari Hutama Air Services
GHT,Ghadames Air,Ghadames Air Transport
GHV,Ground Handling,Ground Handling Service de Mexico
GHY,German Sky Airlines,German Sky Airlines
GIA,Garuda Indonesia,Garuda Indonesia
GIB,GR-Avia,GR-Avia
GIC,Compagnie de,Compagnie de Bauxites de Guinee
GIG,Gacela Air Cargo,Gacela Air Cargo
GIH,Union des Transport,Union des Transports Africains de Guinee
GIJ,Guinea Airways,Guinea Airways
GIK,Seba Airlines,Seba Airlines
GIL,African Internation,African International Transport
GIP,Air Guinee Express,Air Guinee Express
GIQ,Guinee Paramount,Guinee Paramount Airlines
GIY,Probiz Guinee,Probiz Guinee
GIZ,Africa Airlines,Africa Airlines
GJA,Globe Jet,Globe Jet
GJB,Trans-Air-Link,Trans-Air-Link
GJI,GainJet Ireland,GainJet Ireland
GJM,Airhub Airlines,Airhub Airlines
GJS,GoJet Airlines,GoJet Airlines
GJT,GetJet Airlines,GetJet Airlines
GKA,US Army Parachute,US Army Parachute Team
GLA,Great Lakes Airline,Great Lakes Airlines
GLB,Global Airways,Global Airways (GLB)
GLC,Global Aircargo,Global Aircargo
GLD,Golden Star Air,Golden Star Air Cargo
GLE,Goliaf Air,Goliaf Air
GLF,Gulfstream Aerospac,Gulfstream Aerospace
GLG,Avianca Ecuador,Avianca Ecuador
GLJ,Global Jet Austria,Global Jet Austria
GLL,Air Gemini,Air Gemini
